COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Cyprus,2017,3,US dollar,NA,NA,9021849785.631714,11751899085.99049,1222571302.793527,-2730049300.358774,547442734.7478694,391734331.30947477,-918726687.5086936,1310461018.818168,-947069775.610628,-155708403.4383947,28343088.101934418
Cyprus,2017,4,US dollar,NA,NA,17497599286.582928,9139326000.369478,-2287756860.185966,8358273286.213449,-221158303.52626652,431116054.45327175,3644487270.405926,-3213371215.952654,3510680265.5111527,652274357.9795383,133807004.8947727
Cyprus,2018,1,US dollar,NA,NA,34185164907.43809,20105751180.07568,2573371181.343355,14079413727.36241,1299993825.82425,2428539206.671758,5398397319.612356,-2969858112.940598,1099160147.845437,1128545380.847509,4299237171.766919
Cyprus,2018,2,US dollar,NA,NA,18863591209.55647,14315095533.40317,946243239.2285279,4548495676.153299,-11861076.01027844,-1049922287.34246,1886582700.9467351,-2936504988.289195,-272851724.1543862,-1038061211.3321819,2159434425.101121
Cyprus,2018,3,US dollar,NA,NA,27708942545.977623,21674923068.12571,3436302680.6423,6034019477.8519125,832694717.8989307,969394589.716296,3579542940.478059,-2610148350.7617617,1425711814.353191,136699871.81736538,2153831126.1248684
Cyprus,2018,4,US dollar,NA,NA,24187418429.16466,22991351129.58532,3808967291.8745084,1196067299.5793428,-80407517.51601864,1358934974.274016,-166701810.51036802,1525636784.784384,-1822069285.994761,1439342491.790035,1655367475.4843931
Cyprus,2019,1,US dollar,NA,NA,37382682104.006035,36204629477.13871,-2156768614.970706,1178052626.8673391,776113672.7017791,433331029.413637,1242117599.1606982,-808786569.7470605,1230126817.601859,-342782643.2881421,11990781.55883855
Cyprus,2019,2,US dollar,-50561592.959418006,NA,25410548191.91185,25451912279.414272,3445591282.382126,-41364087.50241435,519953740.95405614,546231504.2441801,1201381477.8292289,-655149973.5850492,1218349970.752324,26277763.29012401,-16968492.923095
Cyprus,2019,3,US dollar,NA,NA,19698173890.83414,22898105548.22479,327277127.0087793,-3199931657.390661,19748195.26100065,642341398.3568027,-3822628988.5682783,4464970386.92508,-4106729507.8642473,622593203.0958018,284100519.2959683
Cyprus,2019,4,US dollar,NA,NA,28809717687.15759,28559540781.99764,274189026.6759488,250176905.159953,479517852.2074853,1273675249.306312,397892839.57577246,875782409.7305392,448714836.1097705,794157397.0988263,-50821996.53399799
Cyprus,2020,1,US dollar,768642450.0005935,NA,-11168154382.68019,-8093135043.272904,-1132854949.453554,-3075019339.407286,471294995.8590368,-717049962.0830292,1359369589.488993,-2076419551.5720222,1608770221.810602,-1188344957.942066,-249400632.32160962
Cyprus,2020,2,US dollar,-81438433.77296047,NA,-40754318655.287994,-31662377271.11105,-998216744.9634352,-9091941384.176933,636553416.4115026,1078741483.147774,-4926365050.659091,6005106533.806865,902702802.6807334,442188066.7362712,NA
Cyprus,2020,3,US dollar,-703172913.6241146,NA,-30179724863.64378,-24273666905.66383,700037490.4329587,-5906057957.979948,-35436017.753614865,53458515.55220606,-454875917.9597044,508334433.5119105,8421928.806571325,88894533.30582091,-463297846.7662757
Cyprus,2020,4,US dollar,NA,NA,-15693727222.85937,-11617271664.95772,-2101604782.700239,-4076455557.901647,-215102131.942734,-224981080.4109318,-1451374971.598069,1226393891.187137,-1298340677.681073,-9878948.46819786,-153034293.9169955
Cyprus,2021,1,US dollar,-166825020.71347782,NA,7764075748.306465,11104787795.00878,3306685778.2334433,-3340712046.702312,42650118.691353634,446971489.98388755,726070612.6172941,-279099122.6334065,586593618.8570136,404321371.29253405,139476993.7602804
Cyprus,2021,2,US dollar,-626403844.0289361,NA,18804167006.85588,19811827249.014683,2371540966.679417,-1007660242.158797,458234453.11950797,427836125.3415273,-46903857.66775938,474739983.0092867,-607465436.9596066,-30398327.777980663,560561579.2918473
Cyprus,2021,3,US dollar,-152919769.3152851,NA,14474446903.61426,14938369005.52797,4105194729.0829377,-463922101.9137075,603708722.3562322,1330019473.9932082,715804938.4740301,614214535.5191779,-102303733.9618185,726310751.6369759,818108672.4358486
Cyprus,2021,4,US dollar,-396956134.8515113,NA,-38680750164.91186,-39228549008.05139,1738750731.215102,547798843.1395134,-241731448.3477615,1086623168.13877,348739671.0929107,737883497.0458596,306332752.0250325,1328354616.486532,42406919.06787825
Cyprus,2022,1,US dollar,-1817389495.639598,NA,-9317814628.48264,-7926524163.723204,-1869105800.3702302,-1391290464.759436,-459933550.4141851,-1592544242.591564,99977532.3935978,-1692521774.985162,359728299.7607379,-1132610692.177379,-259750767.3671402
Cyprus,2022,2,US dollar,-46508353.085051686,NA,-1405584577.710792,-2269662737.002474,-2513575639.0706787,864078159.2916822,850920647.4119549,193340650.9864932,-301952233.4772369,495292884.4637302,-384721408.92460877,-657579996.4254616,82769175.44737187
Cyprus,2022,3,US dollar,-123061709.5314971,NA,-980149073.5854307,1468813016.430269,687704284.4618279,-2448962090.0157003,2486224463.665747,2624116315.2195272,-296981722.2527275,2921098037.4722548,-148074633.93467462,137891851.55378062,-148907088.3180529
Cyprus,2022,4,US dollar,-226409977.410128,NA,6275476127.690238,8781263590.897291,226412244.7986868,-2505787463.2070537,-155276813.137808,-28777014.8506229,-2459060234.8455,2430283219.994877,-4212507757.9959116,126499798.2871853,1753447523.150411
Cyprus,2023,1,US dollar,NA,NA,-14032058691.50153,-12339495652.898989,-832662041.8121452,-1692563038.602535,-506513419.8733591,-335344807.93942904,-50410684.98032301,-284934122.95910597,-297958349.79079926,171168611.93393022,247547664.8104763
Cyprus,2023,2,US dollar,-941766892.3190988,NA,-11903999024.303581,-5563825435.83168,-65915495.25993891,-6340173588.471903,999961121.1144272,673021554.0644137,-1004649787.718511,1677671341.7829251,-178256417.61345658,-326939567.0500138,-826393370.1050543
Cyprus,2023,3,US dollar,123357923.9710928,NA,-1837421732.479567,548637412.60768,-1587034606.9781132,-2386059145.087246,1310226695.0775099,1337720440.775922,-1144762351.1968062,2482482791.9727283,-593845175.7905366,27493745.69841152,-550917175.4062693
Cyprus,2023,4,US dollar,NA,NA,-5751833352.412444,-3943628851.486174,-537423534.7942638,-1808204500.92627,251983981.47619888,-106158220.9086978,-365117766.7470292,258959545.8383314,-436844153.6795022,-358142202.3848967,71726386.93247293
Cyprus,2024,1,US dollar,315172210.4734369,NA,4874318110.014631,3960181136.565425,-3332368640.399316,914136973.4492036,749719009.3145995,936904725.5399967,504869478.7981693,432035246.7418275,-299436673.40387,187185716.2253974,804306152.2020394
Cyprus,2024,2,US dollar,402409730.0811828,NA,-2775643422.52122,-565491806.9713988,1484046957.460397,-2210151615.549822,723271971.8351208,1123553479.013334,813456277.022561,310097201.99077296,320442555.4628969,400281507.17821306,493013721.5596639
Cyprus,2024,3,US dollar,NA,NA,-6365020412.11243,-5322753180.55,-1194624807.597495,-1042267231.5624311,756133238.7042341,691076780.4433082,-165115281.6052315,856192062.0485398,-152366642.5802401,-65056458.260925755,-12748639.02499143
Cyprus,2024,4,US dollar,NA,286823211.832453,-19901067697.455578,-16659581824.14568,445306052.145931,-3241485873.309904,906042684.9889921,1388100981.357002,-837418508.9635667,2225519490.320569,-972423305.2319767,482058296.36801046,135004796.26841
Cyprus,2025,1,US dollar,NA,102063335.15173419,-618012147.1849965,2155432134.2475567,103900066.5478695,-2773444281.432554,1434722344.88641,1732783482.913265,-486189990.3283289,2218973473.2415943,-539155255.7409701,298061138.02685493,52965265.41264119
"Estonia, Republic of",1999,1,US dollar,203295756.4443169,40374811.51719681,2233072.449199397,102886479.5002513,323587276.5132476,-100653407.0510519,91893444.38859768,86063043.0099806,230243412.07726,-144180369.0672794,19121131.61484885,-5830401.378617074,211122280.4624111
"Estonia, Republic of",1999,2,US dollar,-25500594.766058728,19579969.00007214,17119800.30279003,109051708.6006779,3406387.427005991,-91931908.29788789,-5204203.013481376,-9786605.147429911,-10644960.70939372,858355.5619638114,-51244502.91976077,-4582402.133948536,40599542.21036704
"Estonia, Republic of",1999,3,US dollar,-41780396.606640995,10044717.64448353,43596352.89860566,50685953.47756735,-59021929.96171513,-7089600.578961696,16363709.464862438,15988456.50416125,-7156610.036229764,23145066.54039102,-22595588.990792852,-375252.9607011861,15438978.95456309
"Estonia, Republic of",1999,4,US dollar,-82240612.48423448,118292655.9422922,40672227.99991158,63268647.799438104,-157657159.29458138,-22596419.79952653,42145907.55205461,39995131.98946748,-59172880.7558694,99168012.74533689,-27369282.853539333,-2150775.562587131,-31803597.90233008
"Estonia, Republic of",2000,1,US dollar,42855934.275782354,-64163945.20400355,39118351.321854375,86065423.69585522,47717317.509776525,-46947072.37400083,-25998930.07478959,-32596521.606638815,-17204245.86056378,-15392275.74607504,-22848501.19977259,-6597591.531849229,5644255.339208814
"Estonia, Republic of",2000,2,US dollar,135233173.00035068,53114946.00707175,38714840.88809615,74532937.2790114,170627209.88755488,-35818096.39091524,-76629344.12130107,-76348628.67518252,109258035.23078421,-185606663.9059667,101224795.33654019,280715.44611856196,8033239.894243956
"Estonia, Republic of",2000,3,US dollar,42041399.41353723,70254076.03194892,7113897.548307991,123122480.4946183,61624860.46928589,-116008582.9463103,49334590.31468875,56008929.96570292,-5072266.788509032,61081196.754211955,-10381663.495295,6674339.651014164,5309396.706785965
"Estonia, Republic of",2000,4,US dollar,-143175354.39719152,17558769.941785537,7382349.020130649,132493445.31840199,-113307114.6069413,-125111096.29827131,41216726.65866773,37389459.18322002,-11370706.12807181,48760165.31129183,36095187.308358885,-3827267.475447718,-47465893.4364307
"Estonia, Republic of",2001,1,US dollar,243398221.8718859,-26624539.36477793,46597370.49100459,221991171.48925462,311119340.1763554,-175393800.99824998,29144751.80298679,3682933.399162365,85710831.44653183,-82027898.04736948,85822972.04682684,-25461818.40382443,-112140.6002950079
"Estonia, Republic of",2001,2,US dollar,19584273.1533381,100901702.5760044,81205806.3211939,95716809.51261,89309643.48809244,-14511003.19141609,50353181.07421385,50682469.22355752,7478747.798652911,43203721.42490461,-20572137.60136912,329288.1493436729,28050885.40002203
"Estonia, Republic of",2001,3,US dollar,-65246941.34348864,-36967959.35802856,75550885.71462351,121566072.1667335,-68158431.14372101,-46015186.45211,29103524.99529152,30860654.58175988,-16502233.203660801,47362887.785420686,-8330727.651055505,1757129.586468363,-8171505.552605298
"Estonia, Republic of",2001,4,US dollar,21601557.281627532,22042405.389415868,47102043.9321362,153615527.01387462,-111998320.57863721,-106513483.0817384,24555812.13381939,33607511.59373277,7969617.740796595,25637893.85293617,-4133666.6730281194,9051699.459913375,12103284.41382471
"Estonia, Republic of",2002,1,US dollar,60071720.737378836,97349694.62654789,32341570.011766676,128441754.91679269,39519246.932257526,-96100184.90502603,64739171.84961058,65041743.71042752,1445621.112792066,63596122.597635455,-15319101.24950972,302571.860816944,16764722.36230179
"Estonia, Republic of",2002,2,US dollar,-16765839.455452379,78661001.14001437,55119603.75207509,64980827.02870751,39450759.39045391,-9861223.27663242,9538577.660799712,5168196.137247569,120000703.9540707,-114832507.8168231,89672016.06579608,-4370381.523552144,30328687.88827461
"Estonia, Republic of",2002,3,US dollar,-182402242.2435846,-84555458.03229737,60851021.93435417,58915452.92105446,-174685103.45029882,1935569.013299709,105501079.8547906,108794060.9033915,215338337.0445709,-106544276.1411795,221848887.3620336,3292981.048600804,-6510550.317462659
"Estonia, Republic of",2002,4,US dollar,167400139.37757438,252599477.01442102,37344239.16680334,85896225.5103583,45189022.84385653,-48551986.34355496,12480047.0559151,12965950.527354421,8138883.146608569,4827067.380745852,-4622476.445402981,485903.4714393175,12761359.59201155
"Estonia, Republic of",2003,1,US dollar,249289979.5238106,-70612486.66666697,37881774.761904925,339540893.3333348,268069896.1904773,-301659118.57142985,-21462761.904762,-12851901.82857148,334497144.2857157,-347349046.1142872,326770550.0000014,8610860.076190513,7726594.285714319
"Estonia, Republic of",2003,2,US dollar,-281239531.77418244,110084863.2258021,37187758.54838563,180707487.2580574,-206409118.548379,-143519728.7096718,131806153.38709159,150962966.6209618,-164035544.1290258,314998510.7499876,-228926476.93547478,19156813.23387021,64890932.80644904
"Estonia, Republic of",2003,3,US dollar,-45440328.484848276,134521368.4848478,115737866.36363581,329779809.696968,-1124760.6060606,-214041943.3333323,102353215.1515146,116660170.0606055,50637847.24545429,66022322.815151185,4836470.606060582,14306954.90909084,45801376.63939371
"Estonia, Republic of",2003,4,US dollar,164198957.96875,162415479.0625,84061305.78124999,188216473.90625,93573193.28124999,-104155168.125,106414241.40625,140036385.746875,356886019,-216849633.253125,347540589.53125,33622144.340624996,9345429.468749998
"Estonia, Republic of",2004,1,US dollar,87355777.50000001,255193845.0000001,132345877.5,291935760.00000006,161339497.50000012,-159589882.5000001,25994280.00000001,61341501.90000002,7349632.725000002,53991869.17500002,-4748955.000000002,35347221.900000006,12098587.725
"Estonia, Republic of",2004,2,US dollar,314643593.0158633,240319283.3333259,122749548.7301549,264652363.6507855,376078597.7777662,-141902814.9206305,-29392433.65079274,15188901.4714281,446768605.3158592,-431579703.8444311,407639325.71427315,44581335.12222085,39129279.601586096
"Estonia, Republic of",2004,3,US dollar,-151404298.18182078,244641973.3333375,161791195.1515179,227167546.6666706,-174499869.0909121,-65376351.51515263,148349328.48485097,191354747.90303358,17877682.66666697,173477065.2363666,-38859214.54545521,43005419.418182544,56736897.21212218
"Estonia, Republic of",2004,4,US dollar,424860035.1515191,208147677.5757596,-28548933.3333336,303137764.8484877,587329419.393945,-331686698.18182135,3244196.969697,114780986.4666677,650715837.4666729,-535934851.000005,575650310.3030356,111536789.4969707,75065527.16363707
"Estonia, Republic of",2005,1,US dollar,881715950.9677095,518749003.87094873,156044316.1290265,1276416279.999953,987799859.9999638,-1120371963.8709269,194334181.9354768,309856805.1483757,-177489263.57418698,487346068.7225628,655123868.3870728,115522623.212899,-832613131.9612598
"Estonia, Republic of",2005,2,US dollar,-604875780.4615535,20023995.2307698,312953636.1538539,1378003495.692342,-449343490.4615496,-1065049859.5384879,107550263.6923104,209712939.23385137,-1439965796.909267,1649678736.143118,-673889298.6154014,102162675.54154101,-766076498.2938652
"Estonia, Republic of",2005,3,US dollar,-115282554.5454534,652779840.606054,196163330.9090889,410625479.9999959,157247844.24242258,-214462149.09090692,244838187.2727248,360678245.81211764,-78575125.27272649,439253371.0848441,-121138176.3636352,115840058.5393928,42563051.09090867
"Estonia, Republic of",2005,4,US dollar,869663115.9374996,837457772.3437498,180159781.8749999,-7486851.093749997,244213952.34374988,187646632.9687499,-64529526.09374996,-5730412.059374997,331886167.0406249,-337616579.0999999,120740328.75,58799114.03437498,211145838.29062492
"Estonia, Republic of",2006,1,US dollar,304422749.538452,1486886312.615337,194291928.6153785,413110808.6153716,363696215.38460386,-218818879.9999931,336764660.92306626,431828238.9661402,-525394951.5938296,957223190.5599698,-488495115.0769077,95063578.04307392,-36899836.51692191
"Estonia, Republic of",2006,2,US dollar,-329030687.9032269,377473064.5161302,414968722.25806576,317077374.1935494,-140168331.29032302,97891348.06451644,55111067.41935501,142533829.16129082,59811865.31612922,82721963.84516154,10317597.09677423,87422761.74193574,49494268.219354995
"Estonia, Republic of",2006,3,US dollar,-698187284.1538333,-391591444.4615313,434280391.38460743,468686408.3076837,-617269429.5384502,-34406016.92307629,564386107.2307589,621867092.8369118,79626991.83230624,542240101.0046054,-127429.69230769,57480985.606152795,79754421.52461392
"Estonia, Republic of",2006,4,US dollar,214954100.95238942,994698813.4635308,402587896.5079521,559293044.4444661,419083175.2381115,-156705147.93651402,-108765744.12698829,24817662.32698509,342768025.9317593,-317950363.60477424,101033582.2222261,133583406.4539734,241734443.70953318
"Estonia, Republic of",2007,1,US dollar,26943025.70312498,1002741096.054687,386808954.76562476,616630683.5937498,397969904.6093748,-229821728.82812488,135907761.7187499,320655818.98437476,198206464.2578124,122449354.72656241,-69198937.49999997,184748057.2656249,267405401.7578124
"Estonia, Republic of",2007,2,US dollar,833041871.4838591,1601839540.896751,835549409.4838588,580778156.1290239,716158245.3548284,254771253.354835,-45162646.7741929,204588138.02580348,8609213.799999876,195978924.2258036,-92482315.48386964,249750784.7999964,101091529.2838695
