COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
Lebanon,2014,4,US dollar,-1940543353,0,-1112798669,-3533831539.3,-480489517.3
Lebanon,2015,1,US dollar,-3086632241,0,-1071628419,-4529789208.4,-371528548.4
Lebanon,2015,2,US dollar,-901103274.7,0,67168087.57,-1261123263.23,-427188076.1
Lebanon,2015,3,US dollar,-1334613392,0,283801166.2,-1542340227.1,-491528001.3
Lebanon,2015,4,US dollar,-461392971.5,0,196073342.2,-474152659.9,-208833030.6
Lebanon,2016,1,US dollar,-619934837.2,0,978586584.1,16677783.4,-341973963.5
Lebanon,2016,2,US dollar,-1953218231,0,-656520367.7,-2954398279.4,-344659680.7
Lebanon,2016,3,US dollar,-3521843689,0,-4610550938,-8531448236.1,-399053609.1
Lebanon,2016,4,US dollar,-901271801.9,0,-2795258854,-4174585746.3,-478055090.4
Lebanon,2017,1,US dollar,142840716.6,0,-538620918.2,-816943187.6,-421162986
Lebanon,2017,2,US dollar,-2907571251,0,-355745000.7,-3469000853.3,-205684601.6
Lebanon,2017,3,US dollar,-3581708096,0,-2946283429,-6925968446.5,-397976921.5
Lebanon,2017,4,US dollar,1270648250,0,-1104673515,-14176442.0999999,-180151177.1
Lebanon,2018,1,US dollar,-2051281621.91195,0,197606401.034958,-2510439037.80202,-656763816.925029
Lebanon,2018,2,US dollar,-1545578368.52391,0,519263609.872548,-1631045216.60784,-604730457.956478
Lebanon,2018,3,US dollar,-703416050.267754,0,1887425559.03459,593500048.155567,-590509460.611269
Lebanon,2018,4,US dollar,892545961.963977,0,1003091634.98529,1720852608.63877,-174784988.310497
Lebanon,2019,1,US dollar,-1781401498.1128,0,19310331.7852827,-2229164237.74472,-467073071.417202
Lebanon,2019,2,US dollar,-1650874274.43334,0,-461840105.368242,-2357104193.20571,-244389813.404125
Lebanon,2019,3,US dollar,-2428354190.80714,0,770913024.047273,-1987147896.86245,-329706730.102588
Lebanon,2019,4,US dollar,2781351380.44574,0,777872382.440565,3033041979.47537,-526181783.410932
Lebanon,2020,1,US dollar,2269505837.19596,NA,-3571055904.32774,-1944257363.66751,-706237981.787569
Lebanon,2020,2,US dollar,1562496596.91734,NA,682101860.661116,2250315300.82887,-367701490.354834
Lebanon,2020,3,US dollar,1702337717.15111,NA,823951000.071954,2376367836.93891,-297972889.211979
Lebanon,2020,4,US dollar,1668274758.67013,NA,-140469021.872384,1673763959.74625,-206068904.405518
Lebanon,2021,1,US dollar,808696516.601212,0,-219812586.914907,334947716.198359,-389279249.073199
Lebanon,2021,2,US dollar,380360944.927847,0,1075637396.71234,2335083902.27438,-444818790.411573
Lebanon,2021,3,US dollar,2506197247.01043,0,506071695.52596,1846316631.32436,-437762566.387069
Lebanon,2021,4,US dollar,-797930458.85729,0,-2245368715.40091,-3369330653.53156,-666704610.118685
Lebanon,2022,1,US dollar,-177266257.556861,0,1149597600.58855,1008687377.43318,-117810810.904026
Lebanon,2022,2,US dollar,-1648271879.67857,0,1633566446.35894,429063912.253791,-101910534.248578
Lebanon,2022,3,US dollar,-1535774387.41943,0,-31801805.4777976,-1557483624.43286,-125272785.547517
Lebanon,2022,4,US dollar,-3091344471.7606,0,1163765178.49574,-1055900696.71942,-115692646.419488
Lebanon,2023,1,US dollar,202504949.962836,0,1215591274.69231,1758689133.51723,-265588286.325707
Lebanon,2023,2,US dollar,-2653084819.64187,0,1194196637.04371,-1124528270.70502,-111330958.457693
Lebanon,2023,3,US dollar,-569790013.39518,0,188871853.615747,-392799026.15736,-113986520.216722
Lebanon,2023,4,US dollar,-1603913713.61045,0,-152975900.182678,-1609376911.73678,-91859444.4451815
"Gambia, The",2007,1,US dollar,12786851.44415088,NA,NA,2234985.928233992,-13971955.18573295
"Gambia, The",2007,2,US dollar,-6697582.770143312,NA,NA,-23276355.19955736,-18514811.81370969
"Gambia, The",2007,3,US dollar,-10512603.51923287,NA,NA,-35128992.6827272,-21342861.35560025
"Gambia, The",2007,4,US dollar,9651308.450717783,NA,NA,-14334155.46561563,-24265192.60353655
"Gambia, The",2008,1,US dollar,10871485.19006781,NA,NA,-10184748.31857752,-19030371.99448623
"Gambia, The",2008,2,US dollar,22657400.79207241,NA,NA,4594644.348163408,-20286355.77675364
"Gambia, The",2008,3,US dollar,-7317644.537156427,NA,NA,-22622702.94338644,-16997059.39648055
"Gambia, The",2008,4,US dollar,11655955.40830274,NA,NA,-2689401.222682571,-14478595.15299334
"Gambia, The",2009,1,US dollar,10529453.82470657,NA,NA,2767600.00204073,-10052921.81206426
"Gambia, The",2009,2,US dollar,11782844.46724996,NA,NA,1783275.191766035,-9840285.476718403
"Gambia, The",2009,3,US dollar,-21691385.71132618,NA,NA,-72412950.45857678,-9791116.408841385
"Gambia, The",2009,4,US dollar,25154698.4910516,NA,NA,12868871.39753792,-9763020.010776464
"Gambia, The",2010,1,US dollar,-1640931.251180802,NA,NA,-7559907.350079386,-9756935.70467236
"Gambia, The",2010,2,US dollar,-4445986.181202957,NA,NA,-8126665.852359881,-10438434.54578053
"Gambia, The",2010,3,US dollar,22271686.81464451,NA,NA,13926217.12238718,-9064465.388156962
"Gambia, The",2010,4,US dollar,44755785.2706896,NA,NA,41038859.22941238,-7895697.718922955
"Gambia, The",2011,1,US dollar,-19526950.37868527,NA,NA,-50329737.12594905,-28005474.0000338
"Gambia, The",2011,2,US dollar,-28042017.60496957,NA,NA,-45523418.96556406,-23793841.64610591
"Gambia, The",2011,3,US dollar,-18593437.1081488,NA,NA,-33156888.37000296,-17735178.41950849
"Gambia, The",2011,4,US dollar,6773075.275634626,NA,NA,-16961222.76134039,-24807628.87079229
"Gambia, The",2012,1,US dollar,10088861.96890191,NA,NA,-2077242.532023011,-11358988.10993076
"Gambia, The",2012,2,US dollar,-23001894.72596486,NA,NA,-39495381.19637799,-18891519.21815423
"Gambia, The",2012,3,US dollar,-48052920.83692893,NA,NA,-51461782.23670369,-10577577.99516905
"Gambia, The",2012,4,US dollar,33412766.8961255,NA,NA,23991346.05488108,-10343129.34957511
"Gambia, The",2013,1,US dollar,-8583431.394792056,NA,NA,-23693743.68911507,-21181698.76741081
"Gambia, The",2013,2,US dollar,-10335472.60055918,NA,NA,-16834971.63580534,-15757910.34134053
"Gambia, The",2013,3,US dollar,16351094.98565693,NA,NA,930685.291426703,-17698531.95863101
"Gambia, The",2013,4,US dollar,9067707.529436832,NA,NA,-10828473.57899616,-18543558.89620281
"Gambia, The",2014,1,US dollar,6206212.254452327,NA,NA,-2691078.608377158,-8818228.048614914
"Gambia, The",2014,2,US dollar,-6476716.959591063,NA,NA,-14729919.49700651,-6465120.524483325
"Gambia, The",2014,3,US dollar,18259762.78800236,NA,NA,3037817.483612786,-10881004.19042074
"Gambia, The",2014,4,US dollar,60031982.92606503,NA,NA,41315162.74836877,-9070613.735731758
"Gambia, The",2015,1,US dollar,13993368.3134469,NA,NA,3179711.91344691,-21330000
"Gambia, The",2015,2,US dollar,-30667127.8107986,NA,NA,-22076225.5007986,-19400000
"Gambia, The",2015,3,US dollar,41146921.7870478,NA,NA,33827822.89704777,-18850000
"Gambia, The",2015,4,US dollar,17075278.5931914,NA,NA,18569239.97319142,-14650000
"Gambia, The",2016,1,US dollar,26328668.1032063,NA,NA,14256070.9916977,-17439956.6415086
"Gambia, The",2016,2,US dollar,13164144.9428484,NA,NA,-2652703.981446102,-20019893.1742945
"Gambia, The",2016,3,US dollar,2884188.18531435,NA,NA,-10365933.7475121,-17999889.0628264
"Gambia, The",2016,4,US dollar,-20002813.7894,NA,NA,-5945510.53141542,-15710107.3720154
"Gambia, The",2017,1,US dollar,467373.505026649,NA,NA,-11040025.17497336,-14740000
"Gambia, The",2017,2,US dollar,-81316563.3138774,NA,NA,-48608337.28387731,-18120000
"Gambia, The",2017,3,US dollar,-16222088.3093228,NA,NA,35110261.7006772,-19580000
"Gambia, The",2017,4,US dollar,21396850.8775928,NA,NA,10039259.9775928,-18560000
"Gambia, The",2018,1,US dollar,-6987139.46696211,NA,NA,-6382077.36696212,-12900000
"Gambia, The",2018,2,US dollar,10450023.5816618,NA,NA,-8847799.71833819,-25260000
"Gambia, The",2018,3,US dollar,-28681672.532276,NA,NA,-42108668.93227598,-24180000
"Gambia, The",2018,4,US dollar,29407425.0539022,NA,NA,11304650.85390217,-23150000
"Gambia, The",2019,1,US dollar,-5470934.59832243,NA,NA,-11854950.3983224,-19480000
"Gambia, The",2019,2,US dollar,2693547.13944648,NA,NA,-10146503.66055353,-21510000
"Gambia, The",2019,3,US dollar,21854563.0395368,NA,NA,15203750.03953681,-14540000
"Gambia, The",2019,4,US dollar,-20821477.7198647,NA,NA,-14322267.3198647,-17180000
"Gambia, The",2020,1,US dollar,28707018.7076129,NA,NA,16452765.60761294,-24400000
"Gambia, The",2020,2,US dollar,-38895103.2272796,NA,NA,-73275747.72727957,-65490000
"Gambia, The",2020,3,US dollar,-12425017.1814798,NA,NA,-53396247.2814799,-49210000
"Gambia, The",2020,4,US dollar,-9496964.5896510109,NA,NA,-28263485.589651,-53960000
"Gambia, The",2021,1,US dollar,-32890599.8390214,NA,NA,-58188224.51568259,-59165928.4766612
"Gambia, The",2021,2,US dollar,-13748179.8186005,NA,NA,-47909698.44930511,-68205700.3307047
"Gambia, The",2021,3,US dollar,-102194941.774282,NA,NA,-163382059.5837726,-64738000
"Gambia, The",2021,4,US dollar,29670665.0722785,NA,NA,-9631781.32772151,-59713000
"Gambia, The",2022,1,US dollar,-15959277.4969697,NA,NA,-69775719.69696967,-54910000
"Gambia, The",2022,2,US dollar,-18410661.0840644,NA,NA,-69853357.09050758,-54100000
"Gambia, The",2022,3,US dollar,-8773748.77502122,NA,NA,-73293050.7750212,-63738000
"Gambia, The",2022,4,US dollar,57575567.3578965,NA,NA,7313003.82759196,-58740000
"Gambia, The",2023,1,US dollar,-24730937.5208596,NA,NA,-76576572.98803417,-63090000
"Gambia, The",2023,2,US dollar,-24794714.7485177,NA,NA,-82539419.80573463,-59977998.7025625
"Gambia, The",2023,3,US dollar,-6887398.49439333,NA,NA,-53595166.49262742,-48322092.8711576
"Gambia, The",2023,4,US dollar,28727511.3226318,NA,NA,-5131706.348867142,-34151382.2101341
"Gambia, The",2024,1,US dollar,-32311986.4816172,NA,NA,-74964546.56989764,-46829957.9269427
"Gambia, The",2024,2,US dollar,31783459.6617326,NA,NA,-12864411.86915439,-60295321.0122445
"Gambia, The",2024,3,US dollar,29192130.8073637,NA,NA,-22418699.22478508,-54790799.8227551
"Gambia, The",2024,4,US dollar,-50739660.1717853,NA,NA,-104003340.9291749,-70440985.1551918
Zambia,2009,1,US dollar,246631316.687071,-54892500,87760517.2960125,173188833.983083,-106310500
Zambia,2009,2,US dollar,63491415.5425282,-54892500,15312460.4788993,79911876.021428,-106310500
Zambia,2009,3,US dollar,31420682.5052252,-54892500,-5061247.21644758,-133613297.7028735,-106310500
Zambia,2009,4,US dollar,587475447.451628,-54892500,-23135512.2390056,483157935.2126219,-106310500
Zambia,2010,1,US dollar,886008840.879221,-56425000,23295311,398712485.212555,-454166666.666667
Zambia,2010,2,US dollar,621152728.669359,-56425000,53011455,317372517.0026921,-300366666.666667
Zambia,2010,3,US dollar,-170815146.432455,-56425000,16254355,263005208.567545,446550000
Zambia,2010,4,US dollar,1106389562.70405,-56425000,-166187041,585189786.1207654,-325916666.666667
Zambia,2011,1,US dollar,290506359.713102,-104800000,-80215642,115390717.713102,9899999.99999998
Zambia,2011,2,US dollar,461925283.149055,23500000,4756587,-303826129.850945,-823230000
Zambia,2011,3,US dollar,705059485.743463,124433333.333333,-18238410,659487409.076796,-150005000
Zambia,2011,4,US dollar,511525047.270041,111116666.666667,22991715,498204428.936708,-146565000
Zambia,2012,1,US dollar,-472790140.052331,-10000000,50630558,116387417.9476691,550800000
Zambia,2012,2,US dollar,409393930.202267,23500000,16924000,45123930.20226695,-403000000
Zambia,2012,3,US dollar,3072515407.07456,1816666.66666667,-897442122.669685,420538813.181856,-1756351137.88969
Zambia,2012,4,US dollar,1585460276.72922,-4491666.66666667,-69439644.6889751,685835168.03327,-824845862.110312
Zambia,2013,1,US dollar,529855588.271095,-19100000,-58000000,319160588.271095,-131058000
Zambia,2013,2,US dollar,982908873.985438,9700000,-13677000,336841873.985438,-636274000
Zambia,2013,3,US dollar,228197834.673414,3100000,-84140000,-315185165.326586,-461500000
Zambia,2013,4,US dollar,341566135.922199,3100000,59322000,-63659864.07780105,-461500000
Zambia,2014,1,US dollar,920369909.365749,7100000,35697000,39725909.3657495,-920900000
Zambia,2014,2,US dollar,1441083935.40651,-16500000,-1153041368,-792286432.5934925,-1058500000
Zambia,2014,3,US dollar,432237311.77382,5100000,-102200000,81245311.77382039,-252200000
Zambia,2014,4,US dollar,225774770.687186,5100000,14026169,-27203060.31281396,-252200000
Zambia,2015,1,US dollar,1079727933.478,10787648.9625938,18998677.01,642393305.550595,-464788953.9
Zambia,2015,2,US dollar,359057086.072276,-1766279.10783402,-111663913.95,-169423040.4755571,-394200721.58
Zambia,2015,3,US dollar,584122508.11026,4550000,-1148017547.3675,-995053042.180573,-432633333.333333
Zambia,2015,4,US dollar,679206122.042247,4517258.86999997,19299369.2169749,243817622.165889,-432623008.813333
Zambia,2016,1,US dollar,497895460.896155,-3836472.25381006,25487003.4806493,72630967.71029007,-441329844.802704
Zambia,2016,2,US dollar,532828533.364029,-3836472.25381006,23931283.2871725,174698331.5641486,-349356427.213243
Zambia,2016,3,US dollar,-328516223.994703,-3836472.25381006,-105891184.448199,-290129763.216256,152296052.070457
Zambia,2016,4,US dollar,-506923530.160174,-3836472.25381006,-357377022.614186,-739320015.867713,152296052.070457
Zambia,2017,1,US dollar,322311950.944778,-86803922.4296971,-25065074.6512706,46909966.9255857,-154167936.218224
Zambia,2017,2,US dollar,132655795.66464,2344289.90388066,-97183345.5797674,-335250998.051203,-358342489.189956
Zambia,2017,3,US dollar,66972715.222862,30049069.4068153,2539800.78537889,32914495.99506899,-53641638.099988
Zambia,2017,4,US dollar,670080770.019429,-13837980.3559109,-115052528.47485,-108730877.2936653,-613415611.532333
Zambia,2018,1,US dollar,133254369.676314,-4404822.7356743,-5584611.90647235,27888641.83563098,-91458919.5485362
Zambia,2018,2,US dollar,-90592539.1492677,2339005.77111296,31108120.4348707,-358979554.6349194,-275516702.121635
Zambia,2018,3,US dollar,234442816.028966,-7280977.98206281,178512533.225519,355031242.144567,-48059330.6378553
Zambia,2018,4,US dollar,77687490.994057,-22637878.460084,34089995.2743436,112501641.4378297,51919227.909513
Zambia,2019,1,US dollar,461673786.517051,-42936858.4391091,-34608086.2180851,188372799.7882694,-193189350.931588
Zambia,2019,2,US dollar,5476958.11435691,-23911115.4294987,71947898.2235518,-46067822.9815683,-72637441.6669784
Zambia,2019,3,US dollar,-674968726.529516,-19445670.7569326,72255937.5621624,-82354956.9321504,542350732.022136
Zambia,2019,4,US dollar,369879194.183629,2406035.97158516,-56566972.7866437,175312667.4616467,-128278312.547923
Zambia,2020,1,US dollar,584833604.885578,19090868.7737487,-87365419.507699,572838051.961305,58820193.4796768
Zambia,2020,2,US dollar,359560570.250906,80113.9205940942,-18236449.6403402,323843683.034051,-12487817.5321091
Zambia,2020,3,US dollar,765454411.928304,15450927.2365539,50480786.5237908,663725663.815758,-165102857.862891
Zambia,2020,4,US dollar,1102387231.12903,-24252047.5817923,-143610407.85805,866823253.774718,-62396367.124472
Zambia,2021,1,US dollar,390358987.456226,23313497.2518155,200460762.312169,259377235.079427,-354756011.940784
Zambia,2021,2,US dollar,1847305258.06092,7348274.1988405,-479752699.783831,1841728870.131525,469452617.860601
Zambia,2021,3,US dollar,-543669273.869532,-8118716.41709288,-576843862.047382,-1693779879.928153,-559955690.715039
Zambia,2021,4,US dollar,1387473624.31084,3400635.23969786,-145776751.932575,1016057237.582893,-229040270.03507
Zambia,2022,1,US dollar,141582430.906239,-4145508.24372197,157260086.487719,129515504.7179229,-430921504.432313
Zambia,2022,2,US dollar,424829375.879568,21130715.0179241,25580591.2272402,524188564.445906,-198221117.678826
Zambia,2022,3,US dollar,257128704.741916,7039972.27872124,-73498495.0587443,1039502291.167456,-456065890.794437
Zambia,2022,4,US dollar,120340222.07023,7041173.1704372,41413517.0168422,1328096990.058518,897565172.042012
Zambia,2023,1,US dollar,214896006.665597,-18279236.7697708,67759082.6500886,636732089.261029,-130904703.237157
Zambia,2023,2,US dollar,-183226981.602495,19160799.9487059,28281023.8082047,145273621.145346,-125434486.288309
Zambia,2023,3,US dollar,-260414281.331128,-6556276.21701479,-233867628.228807,409416845.5913562,190590147.698612
Zambia,2023,4,US dollar,-791689390.633108,9308402.25898056,1745512.07744434,42806312.311371,96838521.4493291
Zambia,2024,1,US dollar,1601703622.9617,1854432.23507917,7090038.06768569,1568096452.207896,-427163649.866568
Zambia,2024,2,US dollar,-310563520.732524,-182184.178024794,87271760.7207644,627819271.5826557,-63094509.8325594
Mongolia,2007,1,US dollar,-12399186.2484776,0,-74800000,-114549546.248478,-25801300
Mongolia,2007,2,US dollar,59909203.1332827,0,0,-6372686.866717,-65389800
Mongolia,2007,3,US dollar,75703140.8491545,0,-1277000,-13901451.7333865,-86644000
Mongolia,2007,4,US dollar,-11543437.2027655,0,1206800,-193830898.495196,-182174000
Mongolia,2008,1,US dollar,-77992351.3144113,0,23313455.4489575,-242664440.102152,-187047737.146698
Mongolia,2008,2,US dollar,-4267973.53695554,0,-8895374.33314495,-282752373.801765,-268802199.191665
Mongolia,2008,3,US dollar,-100059333.315598,0,-10077486.8509804,-337708108.592362,-225760747.735783
Mongolia,2008,4,US dollar,-158231582.363089,0,31696674.8468551,-284919549.344863,-156844718.638629
Mongolia,2009,1,US dollar,91022701.4950259,0,41755474.0527196,28662412.3177455,-102029293.51
Mongolia,2009,2,US dollar,-56597778.76016,0,-124351689.351321,-78589118.8560652,-10375435.9245842
Mongolia,2009,3,US dollar,-206025547.023568,0,71204818.8108333,-358769582.823826,-170987800
Mongolia,2009,4,US dollar,-106299273.58335,0,93488079.5018399,-275899834.124606,-286411174.543096
Mongolia,2010,1,US dollar,-35059069.0906631,0,76605024.4469629,-131424955.810591,-194181551.22689
Mongolia,2010,2,US dollar,183738886.927155,0,77245510.0614546,-166101136.544039,-426464766.982649
Mongolia,2010,3,US dollar,168586411.888904,0,-8190956.15242311,-281818102.542385,-440961904.628866
Mongolia,2010,4,US dollar,518804779.788591,0,-1040081347.55395,-1089401151.1366,-567487356.381243
Mongolia,2011,1,US dollar,-2826261.19956572,0,24399092.2362584,-953560931.976241,-973857860.752933
Mongolia,2011,2,US dollar,-58961158.6537892,0,8668350.61468462,-1265143873.7207,-1214200582.553
Mongolia,2011,3,US dollar,104928219.413649,0,-19368915.8902553,-904160710.37527,-988441759.988664
Mongolia,2011,4,US dollar,-72388348.7008915,0,-86380191.9082933,-1459508895.56891,-1300099223.28973
Mongolia,2012,1,US dollar,107039284.802826,0,-576159809.115065,-1537238820.94585,-1066866524.31361
Mongolia,2012,2,US dollar,207649227.78639,0,-1498576.47115942,-1141393898.31315,-1347544549.62838
Mongolia,2012,3,US dollar,-10301896.2439509,0,-253706017.904872,-1738208676.45863,-1458325493.44826
Mongolia,2012,4,US dollar,-450616546.145448,0,-1469025997.6496,-2272456997.14932,-335081497.443868
Mongolia,2013,1,US dollar,244668122.453592,0,-3198075.38813788,-619979861.173814,-839879971.046406
Mongolia,2013,2,US dollar,-384780557.278256,0,16768056.5553151,-782773853.456639,-391546456.523694
Mongolia,2013,3,US dollar,-269284390.390204,0,13259064.2670884,-647129475.966246,-367137930.823884
Mongolia,2013,4,US dollar,-448132679.950398,0,133774385.105689,-758043026.874673,-420152965.256657
Mongolia,2014,1,US dollar,158791351.408537,-253027.95892263,-383013235.380685,-520547454.139719,-272390279.226474
